Company,Time,Financial Distress,x1
38,4,1.2877,1.5398
38,5,0.54768,2.1672
38,6,0.55292,2.0536
38,7,0.37975,1.8006
38,8,0.4334,1.656
38,9,0.4846,1.5543
38,10,0.5361,1.5125
38,11,0.58984,1.4793
38,12,0.78238,1.5531
38,13,0.049302,1.6868
38,14,0.079981,1.2644
39,1,1.422,1.0286
39,2,0.81266,1.1438
39,3,0.2208,1.157
39,4,1.1987,1.0029
39,5,0.51409,1.2235
39,6,0.26647,1.3385
39,7,-0.18392,1.1522
39,8,0.040358,1.1189
39,9,0.37825,1.3225
39,10,0.69797,1.0798
39,11,1.0931,1.1951
39,12,2.1485,1.2047
39,13,0.465,1.4698
39,14,0.52245,1.3889
40,1,0.686,1.0567
40,2,1.5,0.98847
40,3,0.3288,0.9857
40,4,0.3288,0.92939
40,5,0.029,0.84487
40,6,0.3694,0.73484
40,7,3.1238,0.70865
40,8,4.3992,0.76568
40,9,0.75333,0.79135
40,10,1.009,0.81199
40,11,2.4999,0.87008
40,12,2.9514,0.96661
40,13,3.0273,1.0128
40,14,4.1345,0.8371
41,1,1.3132,1.0577
41,2,0.91136,1.1931
41,3,1.0915,1.0767
41,4,1.5361,1.0004
41,5,0.77906,0.99525
41,6,0.80523,1.0586
41,7,0.75991,1.1821
41,8,0.55636,1.1891
41,9,-0.58186,1.2083
42,1,-1.4153,1.105
43,1,0.0822,1.2184
43,2,0.0811,1.4544
43,3,1.1255,1.2538
43,4,1.7532,1.7237
43,5,0.3642,2.2587
43,6,0.08815,2.0229
43,7,0.16265,1.4226
43,8,0.4212,1.5202
43,9,0.4785,1.7227
43,10,0.9887,2.4616
43,11,2.5209,2.4259
43,12,2.3181,2.9723
43,13,2.7711,3.445
43,14,1.0425,3.6411
44,1,0.0045714,1.0113
44,2,0.0022222,1.015
44,3,0.00096618,0.97776
44,4,0.29758,0.97149
44,5,0.28966,0.99072
44,6,0.04599,0.973
44,7,0.047729,0.93811
44,8,0.027053,0.90207
44,9,-2.9702,0.92375
45,1,0.042433,1.1104
45,2,1.7715,1.0759
45,3,0.81771,1.0706
45,4,0.68707,0.97527
45,5,1.219,0.97068
45,6,0.3393,1.2808
45,7,0.43332,1.0324
45,8,0.1703,1.1129
45,9,1.2767,0.97277
45,10,0.85562,1.3149
45,11,0.73839,1.2492
45,12,0.087718,1.7741
45,13,0.087718,1.846
45,14,0.10179,1.846
46,1,0.011364,1.0303
46,2,0.024353,0.95607
46,3,0.078138,0.92329
46,4,0.25773,0.98476
46,5,0.50737,1.1856
46,6,0.74424,1.3189
46,7,0.79381,1.4902
46,8,0.79754,1.4158
46,9,0.68689,1.4646
46,10,0.64749,1.4068
46,11,0.58043,1.3758
46,12,-0.03391,1.3097
46,13,-2.0572,1.0805
47,1,0.37096,0.54971
47,2,0.35625,0.90003
47,3,0.10423,0.85333
47,4,1.1174,0.83011
47,5,1.1112,1.0872
47,6,1.4185,1.7984
47,7,1.6335,1.9082
47,8,1.6543,2.227
47,9,1.9426,2.4095
47,10,2.9271,2.0762
47,11,5.786,2.229
47,12,7.8348,1.9889
47,13,1.6042,3.0525
47,14,1.7854,1.4039
48,1,1.5579,1.2006
48,2,0.0595,1.1324
48,3,0.013533,0.97651
48,4,0.89833,0.87082
48,5,0.55982,1.0317
48,6,0.75863,1.2376
48,7,1.0306,1.1837
48,8,1.4569,1.1936
48,9,1.5148,1.1275
48,10,1.7247,1.1259
48,11,3.2324,1.0981
48,12,4.1773,1.1994
48,13,2.0611,1.2301
48,14,2.89,1.145
49,1,0.24206,0.97421
49,2,0.27456,0.92265
49,3,1.2853,0.85671
49,4,1.4403,1.0449
49,5,1.6533,1.67
49,6,2.4294,1.6693
49,7,3.4739,1.5549
49,8,1.8025,1.4172
49,9,2.5121,1.2142
49,10,3.4574,1.268
49,11,4.8009,1.3032
49,12,3.2355,1.3939
49,13,4.2655,1.4474
49,14,5.4457,1.3489
50,1,0.16241,1.2239
50,2,0.13681,1.1268
50,3,0.18839,1.115
50,4,1.891,1.0782
50,5,2.1699,1.242
50,6,1.0129,1.176
50,7,1.1804,1.2878
50,8,1.29,1.1964
50,9,1.2317,1.182
50,10,1.2455,1.123
50,11,2.9422,1.0996
50,12,1.7816,1.1274
50,13,2.5458,1.0955
50,14,0.78479,1.1417
51,1,0.62827,1.1637
51,2,0.1446,1.2863
51,3,0.0389,1.0854
51,4,0.57147,1.0665
51,5,0.561,1.3902
51,6,0.795,1.3628
51,7,1.3662,1.2188
51,8,0.41459,1.6022
51,9,0.64323,1.6431
51,10,1.0791,1.4931
51,11,2.9296,1.5291
51,12,0.38757,1.4636
51,13,0.60463,1.4752
51,14,0.29154,1.5337
52,1,1.0232,1.159
52,2,0.34642,1.1531
52,3,1.662,1.1225
52,4,1.2213,1.4651
52,5,1.0974,1.3381
52,6,1.7056,1.4474
52,7,1.8991,1.5814
52,8,0.71697,1.5394
52,9,0.87702,1.3472
52,10,1.0362,1.403
52,11,2.3528,1.4921
52,12,3.1405,1.8326
52,13,3.5052,1.776
52,14,4.205,1.634
53,1,1.0193,1.2568
53,2,0.21672,1.2657
53,3,0.044407,1.1768
53,4,1.8066,1.1119
53,5,2.5598,1.3061
53,6,1.7745,1.2698
53,7,2.0247,1.5728
53,8,2.3469,1.4031
53,9,2.7657,1.3413
53,10,3.6956,1.2474
53,11,1.6697,1.001
53,12,1.2641,1.073
53,13,-0.15687,1.0733
53,14,-2.7519,0.94521
54,1,1.182,1.0544
54,2,1.3978,1.0277
54,3,0.23315,0.99153
54,4,2.1606,0.93114
54,5,2.5068,1.2916
54,6,3.5065,1.2411
54,7,3.697,1.2441
54,8,6.1635,1.2575
54,9,2.922,1.5572
54,10,4.0583,1.4854
54,11,3.1476,1.4606
54,12,4.1567,1.5834
54,13,4.2675,1.554
54,14,1.7554,1.3197
55,1,0.1895,1.0908
55,2,0.02155,0.98501
55,3,0.16375,0.97775
55,4,3.7216,0.85912
55,5,2.9343,1.3077
55,6,3.4806,1.2542
55,7,2.1747,1.4968
55,8,2.3504,1.2777
55,9,2.3822,1.1971
55,10,3.0377,1.1557
55,11,7.6613,1.1297
55,12,8.9235,1.1988
55,13,7.5504,1.2077
55,14,2.9433,1.1378
56,1,0.98749,1.1922
56,2,0.24799,1.1368
56,3,0.04075,1.1019
56,4,2.466,1.1419
56,5,2.0052,1.4463
56,6,2.2899,1.4771
56,7,2.5151,1.6088
56,8,2.7683,1.4917
56,9,3.1491,1.4033
56,10,4.0039,1.4725
56,11,6.1686,1.447
56,12,3.4724,1.5657
56,13,3.7178,1.3314
56,14,3.9822,1.3552
57,1,0.34206,1.1637
57,2,0.18714,1.0301
57,3,0.57317,0.90457
57,4,0.79552,0.95609
57,5,0.56359,0.9537
57,6,0.81613,1.0243
57,7,1.0425,0.91968
57,8,1.2433,0.80872
57,9,1.2602,0.73341
57,10,1.112,0.6882
57,11,0.65296,0.66246
57,12,0.66257,1.3999
57,13,0.74348,1.1489
57,14,0.76135,1.0513
58,1,0.081667,0.82515
58,2,0.52153,0.8883
58,3,0.55583,1.0235
58,4,0.555,1.0081
58,5,1.032,1.2552
58,6,1.2784,1.2497
58,7,0.86919,1.3505
58,8,0.24544,1.4531
58,9,0.61516,1.2633
58,10,0.51639,1.4265
58,11,1.0311,1.4301
58,12,1.3325,1.4501
58,13,0.73005,1.3592
58,14,0.69693,1.639
59,1,0.4106,1.548
59,2,0.8877,1.5607
59,3,1.4082,1.4857
59,4,2.2459,1.4666
59,5,2.1681,0.73241
59,6,2.9542,0.32292
59,7,1.6008,0.46502
59,8,1.9752,0.57397
59,9,1.9696,0.62464
59,10,1.4819,0.44782
59,11,-0.37236,1.2302
59,12,-0.36035,1.1781
59,13,-0.037079,1.0664
59,14,-0.33676,1
60,1,0.10871,0.85227
60,2,0.23157,0.99589
60,3,0.38793,0.98441
60,4,1.4143,0.65721
60,5,0.79035,0.87342
60,6,0.03855,0.85069
60,7,-0.251,0.64652
60,8,-0.19413,0.45892
60,9,-0.20053,0.52555
60,10,1.1579,0.81465
60,11,1.9033,1.4359
60,12,0.40168,1.6082
60,13,0.13571,1.1309
60,14,-1.2361,0.9874
61,1,0.3649,1.3309
61,2,0.16054,1.2555
61,3,-0.1429,1.096
61,4,0.2137,1.0008
61,5,0.44274,1.0262
61,6,0.26669,1.1343
61,7,0.2428,1.3857
61,8,0.18318,1.4059
61,9,0.20444,1.3197
61,10,0.086807,1.2429
61,11,0.54798,1.0908
61,12,2.336,1.2345
61,13,3.0093,1.9919
61,14,1.1572,2.6466
62,1,0.38912,0.944
62,2,-0.3616,0.86234
62,3,-0.3437,0.84394
62,4,1.524,0.84289
62,5,0.38436,1.3084
62,6,0.40906,1.1807
62,7,0.53443,1.2454
62,8,0.66015,1.3967
62,9,0.45766,1.3505
62,10,0.39828,1.2046
62,11,1.2516,1.316
62,12,1.1876,2.8078
62,13,1.5668,2.4293
62,14,1.8262,3.2076
63,1,0.52245,1.1878
63,2,-0.71745,1.0697
64,1,0.73233,1.5286
64,2,0.23925,1.4532
64,3,0.068324,1.6204
64,4,0.43622,1.0063
64,5,0.31885,1.47
64,6,0.26643,1.3469
64,7,0.16271,1.3189
64,8,0.17451,1.3008
64,9,-0.10602,1.2945
64,10,0.023117,1.1049
64,11,0.31982,1.1898
64,12,0.5139,1.2873
64,13,0.42741,1.2795
64,14,0.23773,1.2423
65,1,0.17763,1.3116
65,2,1.902,1.067
65,3,1.0501,1.2652
65,4,1.3716,0.94493
65,5,0.68161,1.1112
65,6,0.99172,1.1241
65,7,0.84585,1.3254
65,8,1.0877,1.4156
65,9,0.60237,1.2919
65,10,0.035289,1.2819
65,11,0.05067,1.3786
65,12,0.021052,1.3635
65,13,-0.016951,1.5485
65,14,-0.064349,1.2388
66,1,0.36353,1.217
66,2,0.39327,1.7055
66,3,0.39047,1.4134
66,4,0.5904,1.5475
66,5,1.9595,1.4098
66,6,2.2364,1.3374
66,7,2.0134,1.4823
66,8,1.7443,1.3397
66,9,1.9562,0.91555
66,10,2.0778,1.0124
66,11,0.35631,0.90797
66,12,0.33861,1.4195
66,13,0.36573,1.4811
66,14,0.45948,1.4206
67,1,0,0.65606
67,2,1.2994,0.56303
67,3,1.1376,1.0459
67,4,1.1269,1.0915
67,5,0.84163,1.2621
67,6,0.82311,1.1864
67,7,0.92819,0.92399
67,8,0.75074,0.82806
67,9,0.74684,0.70215
67,10,-0.35301,0.60049
67,11,-0.77361,0.47922
68,1,2.4646,0.78062
68,2,2.038,1.0856
68,3,0.52104,1.3305
68,4,0.58569,1.1657
68,5,0.44969,1.304
68,6,0.38602,1.2992
68,7,0.31014,1.1801
68,8,-0.03595,1.1538
68,9,-0.22323,1.0037
68,10,-0.28798,0.96551
68,11,-0.47441,1.0902
68,12,-1.2347,1.058
69,1,1.1116,0.78176
69,2,1.6335,0.87257
69,3,1.0504,0.88162
69,4,0.36012,0.82788
69,5,0.00272,0.72031
69,6,0.026085,0.79771
69,7,-0.048142,0.78047
69,8,-1.7389,0.85505
70,1,0.13942,1.5064
70,2,0.20064,1.4214
70,3,0.18053,1.6744
70,4,0.53374,1.6898
70,5,0.61426,2.9003
70,6,0.52064,2.4345
70,7,0.27164,2.4566
70,8,0.51028,1.7198
70,9,0.44692,2.3426
70,10,0.66577,2.139
70,11,0.90864,1.8376
70,12,1.0121,1.7484
70,13,0.57558,1.6272
70,14,0.55217,2.4928
71,1,-0.76762,1.1453
72,1,0.25129,1.0908
72,2,0.42418,0.96718
72,3,0.57364,0.75801
72,4,0.88624,0.73107
72,5,0.7497,1.8531
72,6,1.0876,0.50579
72,7,1.3357,0.54372
72,8,1.1119,0.84835
72,9,0.59497,0.46832
72,10,1.0063,0.55659
72,11,2.0396,0.71543
72,12,2.0382,0.94572
72,13,1.1316,0.84229
72,14,0.86913,0.67425
73,1,0.10847,0.35511
73,2,0.017623,0.37864
73,3,0.6968,0.3478
73,4,0.59312,0.64889
73,5,0.43731,0.50245
73,6,0.67574,0.50946
73,7,0.78089,0.83981
73,8,0.9276,0.99981
73,9,0.69839,0.94046
73,10,0.85112,0.74415
73,11,1.4807,0.5568
73,12,1.0769,0.80626
73,13,0.85651,0.66919
73,14,1.1745,0.51071
74,1,0,1.0056
74,2,0.063348,0.5434
74,3,0.15581,0.20222
74,4,1.0788,0.22219
74,5,0.95655,0.31219
74,6,0.47843,0.24016
74,7,0.77034,0.28603
74,8,1.153,0.43515
74,9,0.61865,0.71845
74,10,0.6379,0.873
74,11,1.6176,0.93602
74,12,1.1092,1.164
74,13,0.63125,0.77504
74,14,0.3957,0.65663
75,1,2.0115,0.53116
75,2,0.11934,0.9568
75,3,1.2388,0.71608
75,4,5.6884,0.61138
75,5,5.3433,0.7891
75,6,3.6912,0.50328
75,7,0.6722,0.55756
75,8,0.69978,0.61875
75,9,0.79231,0.62678
75,10,0.88032,0.9518
75,11,1.1324,1.3106
75,12,1.2124,0.86338
75,13,0.95272,1.8358
75,14,0.94839,1.2084
76,1,2.5111,0.99801
76,2,0.64258,1.0254
76,3,0.052452,0.52172
76,4,1.154,0.40889
76,5,0.56019,0.69655
76,6,0.57495,0.41335
76,7,0.99399,0.3093
76,8,0.34174,0.30174
76,9,0.13245,0.24474
76,10,0.42423,0.22328
76,11,0.81156,0.34076
76,12,0.83322,0.44536
76,13,0.16214,0.68108
76,14,0.044084,0.43892
77,1,0.66581,0.94766
77,2,0.44263,0.96645
77,3,0.49385,0.67438
77,4,5.661,0.58268
77,5,5.3725,1.4589
77,6,7.3456,2.1775
77,7,8.1214,2.9113
77,8,7.0712,3.5093
77,9,7.6871,1.0138
77,10,9.5798,1.0156
77,11,4.7021,1.7668
77,12,4.717,1.4082
77,13,2.4277,0.92806
77,14,2.7354,0.79638
78,1,0.30763,0.90741
78,2,0.050917,0.91469
78,3,1.1079,0.55626
78,4,2.2353,0.60814
78,5,1.2512,0.78927
78,6,1.5106,0.80048
78,7,1.7232,0.75034
78,8,1.7096,1.2589
78,9,1.8077,1.1947
78,10,2.0702,1.2506
78,11,2.4285,1.2796
78,12,2.3266,1.2951
78,13,0.82562,1.361
78,14,0.48645,1.9102
79,1,0.19518,1.0484
79,2,1.227,0.68583
79,3,1.0417,0.95632
79,4,0.83116,0.3211
79,5,0.69669,0.66907
79,6,1.4188,0.3108
79,7,1.4138,0.35338
79,8,2.4421,0.61511
79,9,3.0527,0.83028
79,10,3.9281,0.75756
79,11,5.7274,1.0271
79,12,5.4167,1.4541
79,13,3.1056,1.2456
79,14,1.6267,0.83859
80,1,3.2671,2.6457
80,2,3.6062,2.3195
80,3,0.035333,1.7035
80,4,1.6761,1.2478
80,5,1.6027,1.9403
80,6,2.0174,2.0585
80,7,2.7668,1.8973
80,8,3.3283,2.37
80,9,2.1412,2.1919
80,10,2.8968,2.2511
80,11,2.8083,1.8812
80,12,3.0341,2.9555
80,13,4.1829,2.5162
80,14,4.7042,2.1734
81,1,0.18593,1.432
81,2,0.4374,1.2393
81,3,0.28415,1.3471
81,4,0.24052,1.2734
81,5,0.2026,1.2964
81,6,0.03796,1.3028
81,7,-0.27545,1.4257
81,8,-0.23743,1.5004
81,9,-0.22741,1.4086
81,10,-0.06404,1.3368
81,11,-0.1719,2.0764
81,12,-0.37384,1.5564
81,13,-0.796,1.3799
82,1,0.2825,0.80082
82,2,-0.15275,0.86291
82,3,-0.67225,0.72769
83,1,1.4105,1.5223
83,2,1.6428,1.2323
83,3,1.6604,1.1197
83,4,1.6,0.40036
83,5,1.653,0.59046
83,6,1.8224,0.49143
83,7,1.6106,0.44952
83,8,-2.2067,0.48447
84,1,0.17901,0.96448
84,2,0.043004,0.91797
84,3,0.2023,1.314
84,4,0.1832,1.0675
84,5,0.091604,1.1351
84,6,0.30291,1.1208
84,7,0.32723,1.2753
84,8,0.059016,1.7918
84,9,-0.14721,1.02
84,10,-0.065002,0.71645
84,11,0.99439,0.78215
84,12,0.28448,1.1222
84,13,0.0019356,0.71944
84,14,-0.55891,0.75945
85,1,0.011114,1.1351
85,2,0.026229,1.0845
85,3,0.036714,0.99242
85,4,0.7014,1.0588
85,5,0.69457,1.1926
85,6,0.86774,1.0696
85,7,0.65403,1.0725
85,8,0.86743,1.0232
85,9,1.4139,1.0533
85,10,2.2776,1.3364
85,11,1.5701,3.043
85,12,1.513,1.3304
85,13,1.2118,1.2431
85,14,1.3959,1.1449
86,1,0.11,1.3718
86,2,0.11497,1.3967
86,3,0.35069,1.3052
86,4,0.7134,1.4034
86,5,1.2629,2.6949
86,6,1.3079,1.8483
86,7,0.83611,1.7676
86,8,0.41414,1.4355
86,9,0.48681,1.0762
86,10,0.82053,1.0971
86,11,0.8618,1.1685
86,12,0.40201,1.2056
86,13,0.32231,1.0447
86,14,-0.016638,0.69203
87,1,0.3952,1.2375
87,2,0.3948,1.1336
87,3,0.3779,1.094
